slug,name_zh,name_en,gender,birth_date,birth_date_precision,birth_date_text,death_date,status,birthplace,current_location,father_slug,mother_slug,intro,tags,is_featured,primary_source_ids,evidence_status,review_status,notes
qing-hua-leheledu,,Qing Hua,female,2021-08-06,day,August 6 2021,,alive,,"Leheledu Animal Theme Park, Yongchuan, Chongqing Municipality, China",,,"Living giant panda captured from GPG global discovery index.","china-domestic;leheledu-animal-theme-park;gpg-index",false,src_gpg_meet_world_page_22,needs_primary_source,draft,"Uses suffix to avoid future Qing Hua rows; needs primary holder/source confirmation."
jing-jing-qatar,,Jing Jing,male,2018-09-19,day,September 19 2018,,alive,,"Panda House, Al Khor, Qatar",,,"Living Qatar Panda House male giant panda captured from GPG global discovery index.","qatar;panda-house-al-khor;current-overseas;gpg-index",false,src_gpg_meet_world_page_17,needs_primary_source,draft,"Uses suffix to avoid older Jing Jing rows; needs primary holder/source confirmation."
si-hai-qatar,,Si Hai,female,2019-07-26,day,July 26 2019,,alive,,"Panda House, Al Khor, Qatar",,,"Living Qatar Panda House female giant panda captured from GPG global discovery index.","qatar;panda-house-al-khor;current-overseas;gpg-index",false,src_gpg_meet_world_page_17,needs_primary_source,draft,"Uses suffix to avoid future Si Hai rows; needs primary holder/source confirmation."
kang-kang-shanghai-2019,,Kang Kang,male,2019-10-06,day,October 6 2019,,alive,,"Shanghai Wild Animal Park, Shanghai, China",,,"Living Shanghai Wild Animal Park giant panda captured from GPG global and facility indexes.","china-domestic;shanghai-wild-animal-park;gpg-index",false,src_gpg_meet_world_page_17;src_gpg_shanghai_profiles,needs_primary_source,draft,"Uses suffix to avoid Ueno and Macao Kang Kang rows; GPG Shanghai Wild Animal Park page confirms current listing. Primary holder/source confirmation still needed."
chen-xing-malaysia,,Chen Xing,male,2020-08-19,day,August 19 2020,,alive,,"Zoo Negara Malaysia, Kuala Lumpur, Malaysia",,,"Male member of Malaysia's new Zoo Negara giant panda pair, captured from GPG global/Dujiangyan indexes and official-media arrival/debut reports.","malaysia;zoo-negara;current-overseas;ccrcgp-dujiangyan-base;gpg-index;official-media",false,src_gpg_meet_world_page_17;src_gpg_dujiangyan_previous_page_5;src_chinadaily_malaysia_chenxing_xiaoyue_transfer;src_china_embassy_malaysia_chenxing_xiaoyue_debut,partial,draft,"Uses suffix to avoid Chengdu Zoo female Chen Xing; arrival and public debut are source-backed, but birthplace/parentage still need primary studbook or holder profile."
su-lin-brookfield,苏琳,Su Lin,male,,month,September 1936,,deceased,"Baishuijiang area, China","Field Museum, Chicago, United States",,,"Historic first live giant panda maintained outside China; brought to the United States by Ruth Harkness, displayed at Brookfield Zoo, and later preserved as a Field Museum specimen.","brookfield-zoo;field-museum;historic-overseas;deceased;museum-specimen",false,src_field_sulin_specimen;src_brookfield_zoo_history;src_guinness_sulin_record;src_britannica_brookfield_zoo;src_smithsonian_pandas_america_history;src_pandanews_sulin_1,partial,draft,"Disambiguated from San Diego-born Su Lin. Field specimen page confirms the mounted specimen but lists sex as female; Guinness/PandaNews and later postmortem summaries identify Su Lin as male. Death month April 1938 is secondary; primary Brookfield/Field archive still preferred."
mei-mei-brookfield,,Mei-Mei,male,,unknown,,,deceased,China,"Brookfield Zoo, Chicago, United States",,,"Historic giant panda brought by Ruth Harkness and held at Brookfield Zoo after Su Lin.","brookfield-zoo;historic-overseas;deceased",false,src_brookfield_zoo_history;src_guinness_sulin_record;src_britannica_brookfield_zoo;src_smithsonian_harkness_sulin_reader,partial,draft,"Brookfield confirms Mei-mei's arrival; Guinness says Mei-Mei was later found to be male; Britannica/Smithsonian summarize death in 1942. Exact birth/death dates need zoo/studbook archive."
mei-lan-brookfield,,Mei Lan,male,,month,July 1938,,deceased,"Sichuan, China","Brookfield Zoo, Chicago, United States",,,"Historic Brookfield Zoo giant panda that followed Su Lin and Mei-Mei and remained a Brookfield favorite until the early 1950s.","brookfield-zoo;historic-overseas;deceased",false,src_brookfield_zoo_history;src_britannica_brookfield_zoo;src_smithsonian_pandas_america_history;src_pandanews_meilan_10,partial,draft,"Disambiguated from Zoo Atlanta-born Mei Lan. PandaNews supplies male sex and July 1938-September 1953 approximate dates; Britannica supports 1939-1953 Brookfield range. Primary zoo/studbook archive still preferred."
pandora-bronx,,Pandora,female,,unknown,,,deceased,China,"Bronx Zoo, New York, United States",,,"Bronx Zoo's first giant panda and a major 1938-1941 New York attraction, including the 1939-1940 World's Fair period.","bronx-zoo;historic-overseas;deceased",false,src_wcs_bronx_panda_mania;src_cunningham_bronx_pandas;src_smithsonian_pandas_america_history,partial,draft,"WCS Archives confirms Pandora as the Society's first giant panda and her May 1941 death; exact birth and death day need primary annual-report or studbook source."
pan-bronx,,Pan,male,,month,September 1938,,deceased,"Qingchuan County, Sichuan, China","Bronx Zoo, New York, United States",,,"Early Bronx Zoo giant panda companion to Pandora; WCS notes Pan never thrived at the zoo.","bronx-zoo;historic-overseas;deceased",false,src_wcs_bronx_panda_mania;src_cunningham_bronx_pandas;src_smithsonian_pandas_america_history;src_pandanews_pan_11,partial,draft,"WCS Archives identifies Pan as Pandora's compatriot; Cunningham/SIUE secondary context places Pan's death in 1940. PandaNews supplies male sex, Qingchuan capture, and September 1938-May 1940 approximate dates; primary annual-report or studbook source still preferred."
pan-dee-bronx,,Pan-dee,female,,month,September 1940,,deceased,"Sichuan, China","Bronx Zoo, New York, United States",,,"Female giant panda gifted by Madame Chiang Kai-shek to the Bronx Zoo during the Second Sino-Japanese War.","bronx-zoo;panda-diplomacy;historic-overseas;deceased",false,src_wcs_bronx_panda_mania;src_cunningham_bronx_pandas;src_pandanews_pandee_13,partial,draft,"WCS confirms Pan-dee/Pan-dah arrival and both female sex; Cunningham supplies Pan-dee's 1945-10-04 death from New York Times archive context. PandaNews agrees on female sex and October 1945 death month; primary NYZS annual report/studbook still preferred."
pan-dah-bronx,,Pan-dah / Susie,female,,month,September 1940,1951-10-31,deceased,"Sichuan, China","Bronx Zoo, New York, United States",,,"Female giant panda gifted by Madame Chiang Kai-shek to the Bronx Zoo; later also known as Susie.","bronx-zoo;panda-diplomacy;historic-overseas;deceased",false,src_wcs_bronx_panda_mania;src_cunningham_bronx_pandas;src_pandanews_pandah_14,partial,draft,"WCS confirms the last of Pan-dee/Pan-dah died on Halloween 1951; Cunningham assigns the 1951-10-31 death to Pan-dah/Susie. PandaNews agrees on October 1951 death month but lists male sex, conflicting with WCS/Cunningham; sex kept female pending primary NYZS annual report/studbook confirmation."
ming-london-1938,,Ming,female,,month,September 1937,,deceased,"Sichuan Province, China","London Zoo and Whipsnade Zoo, United Kingdom",,,"Wartime London giant panda that became a major public attraction and morale symbol in Britain from 1938 to 1944.","london-zoo;whipsnade-zoo;historic-overseas;deceased",false,src_zsl_history_london_pandas;src_chinadaily_ming_wartime;src_pandanews_ming_9,partial,draft,"ZSL confirms Ming as the first giant panda seen in the UK; China Daily gives Sichuan origin, 1938-1944 London/Whipsnade context, and late-1944 death; PandaNews supplies September 1937-December 1944 approximate dates. Exact death day still needs ZSL archive confirmation."
tang-london-1938,,Tang,unknown,,unknown,,,deceased,China,"London Zoo, United Kingdom",,,"One of the early London Zoo giant pandas that arrived with the 1938 Floyd Tangier-Smith group.","london-zoo;historic-overseas;deceased",false,src_chinadaily_ming_wartime,needs_primary_source,draft,"China Daily identifies Tang as one of the 1938 London pandas and says Tang died in spring 1940; primary ZSL archive or studbook source still needed."
sung-london-1938,,Sung,unknown,,unknown,,,deceased,China,"London Zoo, United Kingdom",,,"One of the early London Zoo giant pandas that arrived with the 1938 Floyd Tangier-Smith group.","london-zoo;historic-overseas;deceased",false,src_chinadaily_ming_wartime,needs_primary_source,draft,"China Daily identifies Sung as one of the 1938 London pandas and says Sung died in 1939; primary ZSL archive or studbook source still needed."
happy-st-louis,,Happy,male,,month,September 1935,,deceased,"Sichuan, China","Saint Louis Zoo, St. Louis, United States",,,"Historic male giant panda associated with London and Saint Louis Zoo in the late 1930s and 1940s.","saint-louis-zoo;london-zoo;historic-overseas;deceased",false,src_stlpr_stl_zoo_animals_always;src_pandanews_happy_5,needs_primary_source,draft,"St. Louis Public Radio confirms Saint Louis acquired Happy and Pao Pei in 1939; PandaNews supplies September 1935-March 1946 approximate dates and London-to-Saint-Louis transfer trail. Primary zoo/studbook archive still needed."
pao-pei-st-louis,,Pao Pei,female,,month,September 1938,,deceased,"Sichuan, China","Saint Louis Zoo, St. Louis, United States",,,"Historic female giant panda acquired by Saint Louis Zoo in 1939.","saint-louis-zoo;historic-overseas;deceased",false,src_stlpr_stl_zoo_animals_always;src_smithsonian_pandas_america_history;src_pandanews_paopei_12,needs_primary_source,draft,"St. Louis Public Radio confirms the 1939 acquisition with Happy; Smithsonian notes Saint Louis later mourned Pao Pei; PandaNews supplies September 1938-October 1940 approximate dates. Primary zoo/studbook archive still needed."
yihao-dprk,一号,Yihao,unknown,,unknown,,,deceased,China,"Democratic People's Republic of Korea (recipient institution unknown)",,,"Historic state-gift giant panda sent from China to the Democratic People's Republic of Korea between 1965 and 1980.","dprk;panda-diplomacy;historic-overseas;deceased",false,src_chinadaily_panda_diplomacy_history;src_chinaorg_pandas_overseas,needs_primary_source,draft,"China Daily/China.org list Yihao among five DPRK gift pandas in the 1965-1980 period. Exact transfer year, institution, sex, birth, and death details need primary DPRK/zoo/studbook archive; status inferred as deceased by age/history."
erhao-dprk,二号,Erhao,unknown,,unknown,,,deceased,China,"Democratic People's Republic of Korea (recipient institution unknown)",,,"Historic state-gift giant panda sent from China to the Democratic People's Republic of Korea between 1965 and 1980.","dprk;panda-diplomacy;historic-overseas;deceased",false,src_chinadaily_panda_diplomacy_history;src_chinaorg_pandas_overseas,needs_primary_source,draft,"China Daily/China.org list Erhao among five DPRK gift pandas in the 1965-1980 period. Exact transfer year, institution, sex, birth, and death details need primary DPRK/zoo/studbook archive; status inferred as deceased by age/history."
lingling-dprk,灵灵,Lingling,unknown,,unknown,,,deceased,China,"Democratic People's Republic of Korea (recipient institution unknown)",,,"Historic state-gift giant panda sent from China to the Democratic People's Republic of Korea between 1965 and 1980.","dprk;panda-diplomacy;historic-overseas;deceased",false,src_chinadaily_panda_diplomacy_history;src_chinaorg_pandas_overseas,needs_primary_source,draft,"China Daily/China.org list Lingling among five DPRK gift pandas in the 1965-1980 period. Slug intentionally avoids collision with other Ling Ling records. Exact transfer year, institution, sex, birth, and death details need primary DPRK/zoo/studbook archive; status inferred as deceased by age/history."
sanxing-dprk,三星,Sanxing,unknown,,unknown,,,deceased,China,"Democratic People's Republic of Korea (recipient institution unknown)",,,"Historic state-gift giant panda sent from China to the Democratic People's Republic of Korea between 1965 and 1980.","dprk;panda-diplomacy;historic-overseas;deceased",false,src_chinadaily_panda_diplomacy_history;src_chinaorg_pandas_overseas,needs_primary_source,draft,"China Daily/China.org list Sanxing among five DPRK gift pandas in the 1965-1980 period. Slug intentionally avoids collision with Beijing San Xing. Exact transfer year, institution, sex, birth, and death details need primary DPRK/zoo/studbook archive; status inferred as deceased by age/history."
danan-dprk,大南,Danan,unknown,,unknown,,,deceased,China,"Democratic People's Republic of Korea (recipient institution unknown)",,,"Historic state-gift giant panda sent from China to the Democratic People's Republic of Korea between 1965 and 1980.","dprk;panda-diplomacy;historic-overseas;deceased",false,src_chinadaily_panda_diplomacy_history;src_chinaorg_pandas_overseas,needs_primary_source,draft,"China Daily/China.org list Danan among five DPRK gift pandas in the 1965-1980 period. Exact transfer year, institution, sex, birth, and death details need primary DPRK/zoo/studbook archive; status inferred as deceased by age/history."
kebi,,Kebi,male,1992-07-26,day,July 26 1992,2017-02-02,deceased,"Chengdu Research Base of Giant Panda Breeding, Chengdu, China","Chengdu Zoo, Chengdu, China",,su-su-shanghai,"Chengdu-born male giant panda named after the Barcelona Olympic mascot; a significant Chengdu breeding male and father of multiple descendants.","chengdu-panda-base;chengdu-zoo;historic;deceased;lineage-anchor;gpg-index",false,src_gpg_chengdu_base_profiles;src_pandafr_kebi_death,partial,draft,"Panda.fr cites Chengdu Zoo/Xinhua context for birth, Su Su maternity, 2016 Chengdu Zoo move, 2017-02-02 death, and descendants including Jiao Qing. Father is not captured; primary Chengdu archive or studbook confirmation still needed."
xing-xing-chengdu-1989,,Xing Xing,male,,year_text,1989,,deceased,,"Chengdu Research Base of Giant Panda Breeding, Chengdu, Sichuan Province, China",,,"Historic/deceased Chengdu Panda Base male giant panda captured from GPG Chengdu Base previous index.","china-domestic;chengdu-panda-base;historic;deceased;gpg-index",false,src_gpg_chengdu_base_profiles,needs_primary_source,draft,"Uses suffix to avoid Malaysia, Chongqing, and Mianyang Xing Xing rows; exact birth/death dates and primary archive confirmation still needed."
jia-yuan-chengdu,,Jia Yuan,female,,unknown,unknown,,alive,"Chengdu Research Base of Giant Panda Breeding, Chengdu, Sichuan Province, China","Chengdu Research Base of Giant Panda Breeding, Chengdu, Sichuan Province, China",,,"Living Chengdu Panda Base female giant panda captured from GPG current index with unknown birth date.","china-domestic;chengdu-panda-base;gpg-index",false,src_gpg_chengdu_base_profiles,needs_primary_source,draft,"GPG lists birth value as 0; exact birth date, Chinese characters, and primary holder confirmation still needed."
run-yue,,Run Yue,female,2020-06-05,day,June 5 2020,,alive,"Chengdu Research Base of Giant Panda Breeding, Chengdu, Sichuan Province, China","Chengdu Research Base of Giant Panda Breeding, Chengdu, Sichuan Province, China",,,"Living Chengdu Panda Base female giant panda captured from GPG current index.","china-domestic;chengdu-panda-base;locally-born;gpg-index",false,src_gpg_chengdu_base_profiles,needs_primary_source,draft,"Potential twin/context pair with Ai Jiu from the same GPG listing; primary Chengdu Base profile or studbook confirmation still needed."
ai-jiu,,Ai Jiu,female,2020-06-05,day,June 5 2020,,alive,"Chengdu Research Base of Giant Panda Breeding, Chengdu, Sichuan Province, China","Chengdu Research Base of Giant Panda Breeding, Chengdu, Sichuan Province, China",,,"Living Chengdu Panda Base female giant panda captured from GPG current index.","china-domestic;chengdu-panda-base;locally-born;gpg-index",false,src_gpg_chengdu_base_profiles,needs_primary_source,draft,"Potential twin/context pair with Run Yue from the same GPG listing; primary Chengdu Base profile or studbook confirmation still needed."
an-an-danhonggao,,An An (Dan Honggao),male,2020-03-17,day,March 17 2020,,alive,"Chengdu Research Base of Giant Panda Breeding, Chengdu, Sichuan Province, China","Chengdu Research Base of Giant Panda Breeding, Chengdu, Sichuan Province, China",,,"Living Chengdu Panda Base male giant panda captured from GPG current index with alias Dan Honggao.","china-domestic;chengdu-panda-base;locally-born;gpg-index",false,src_gpg_chengdu_base_current_page_6,needs_primary_source,draft,"Uses suffix to avoid Bao Li father placeholder and older An An rows. GPG page also lists a plain An An born 2020-03-17; the two same-date entries need primary Chengdu/studbook reconciliation."
an-an-chengdu-2020,,An An,male,2020-03-17,day,March 17 2020,,alive,"Chengdu Research Base of Giant Panda Breeding, Chengdu, Sichuan Province, China","Chengdu Research Base of Giant Panda Breeding, Chengdu, Sichuan Province, China",,,"Living Chengdu Panda Base male giant panda captured from GPG current index.","china-domestic;chengdu-panda-base;locally-born;gpg-index",false,src_gpg_chengdu_base_current_page_6,needs_primary_source,draft,"GPG page lists this plain An An separately from An An (Dan Honggao) with the same sex and birth date; kept as a separate weak row pending primary Chengdu/studbook reconciliation."
lun-hui,,Lun Hui / Wu Wu,male,2021-07-25,day,July 25 2021,,alive,"Chengdu Research Base of Giant Panda Breeding, Chengdu, Sichuan Province, China","Chengdu Research Base of Giant Panda Breeding, Chengdu, Sichuan Province, China",,,"Living Chengdu Panda Base male giant panda captured from GPG current and global living indexes; page 24 displays Wu Wu for the same href.","china-domestic;chengdu-panda-base;locally-born;alias-wu-wu;gpg-index",false,src_gpg_chengdu_base_current_page_6;src_gpg_meet_world_page_24,needs_primary_source,draft,"Primary Chengdu Base profile or studbook confirmation still needed; alias mismatch retained for reconciliation."
ya-song,,Ya Song,female,2021-07-31,day,July 31 2021,,alive,"Chengdu Research Base of Giant Panda Breeding, Chengdu, Sichuan Province, China","Chengdu Research Base of Giant Panda Breeding, Chengdu, Sichuan Province, China",,,"Living Chengdu Panda Base female giant panda captured from GPG current index.","china-domestic;chengdu-panda-base;locally-born;gpg-index",false,src_gpg_chengdu_base_current_page_6,needs_primary_source,draft,"Primary Chengdu Base profile or studbook confirmation still needed."
zhi-yu,,Zhi Yu,male,2022-06-16,day,June 16 2022,,alive,"Chengdu Research Base of Giant Panda Breeding, Chengdu, Sichuan Province, China","Chengdu Research Base of Giant Panda Breeding, Chengdu, Sichuan Province, China",,,"Living Chengdu Panda Base male giant panda captured from GPG current index.","china-domestic;chengdu-panda-base;locally-born;gpg-index",false,src_gpg_chengdu_base_current_page_6,needs_primary_source,draft,"Primary Chengdu Base profile or studbook confirmation still needed."
xiu-qiu,,Xiu Qiu,female,2016-09-05,day,September 5 2016,,alive,"Chengdu Research Base of Giant Panda Breeding, Chengdu, Sichuan Province, China","Chengdu Panda Base, Chengdu, Sichuan Province, China",,,"Living Chengdu Panda Base female giant panda captured from GPG global living index page 18.","china-domestic;chengdu-panda-base;locally-born;gpg-index",false,src_gpg_meet_world_page_18,needs_primary_source,draft,"Primary Chengdu Base profile or studbook confirmation still needed."
zhuang-zhuang-yueyang,,Zhuang Zhuang,female,2017-05-20,day,May 20 2017,,alive,,"Yueyang Chinese Giant Panda Garden, Yueyang, Hunan Province, China",,,"Living Yueyang Chinese Giant Panda Garden female giant panda captured from GPG global living index page 18.","china-domestic;yueyang-chinese-giant-panda-garden;gpg-index",false,src_gpg_meet_world_page_18,needs_primary_source,draft,"Uses suffix to avoid future same-name rows; birthplace and primary holder confirmation still needed."
mai-mai-luoyang,,Mai Mai,male,2017-05-31,day,May 31 2017,,alive,,"Bamboo Sea Wild Animal Park, Luoyang, Henan Province, China",,,"Living Bamboo Sea Wild Animal Park male giant panda captured from GPG global living index page 18.","china-domestic;bamboo-sea-wild-animal-park;gpg-index",false,src_gpg_meet_world_page_18,needs_primary_source,draft,"Uses suffix to avoid future same-name rows; birthplace and primary holder confirmation still needed."
ran-ran-yaan,,Ran Ran,female,2017-05-31,day,May 31 2017,,alive,,"CCRCGP Ya'an Base, Ya'an, Sichuan Province, China",,,"Living CCRCGP Ya'an Base female giant panda captured from GPG global living index page 18.","china-domestic;ccrcgp-yaan-base;gpg-index",false,src_gpg_meet_world_page_18,needs_primary_source,draft,"Uses suffix to avoid future same-name rows; birthplace and primary holder confirmation still needed."
cheng-lan,,Cheng Lan,male,2017-06-27,day,June 27 2017,,alive,"Chengdu Research Base of Giant Panda Breeding, Chengdu, Sichuan Province, China","Chengdu Panda Base, Chengdu, Sichuan Province, China",,,"Living Chengdu Panda Base male giant panda captured from GPG global living index page 18.","china-domestic;chengdu-panda-base;locally-born;gpg-index",false,src_gpg_meet_world_page_18,needs_primary_source,draft,"Primary Chengdu Base profile or studbook confirmation still needed."
three-u,,3U,female,2017-07-15,day,July 15 2017,,alive,"Chengdu Research Base of Giant Panda Breeding, Chengdu, Sichuan Province, China","Chengdu Panda Base, Chengdu, Sichuan Province, China",,,"Living Chengdu Panda Base female giant panda captured from GPG global living index page 18.","china-domestic;chengdu-panda-base;locally-born;gpg-index",false,src_gpg_meet_world_page_18,needs_primary_source,draft,"Slug spells out the leading numeral to keep file identifiers stable; primary Chengdu Base profile or studbook confirmation still needed."
ni-ke,,Ni Ke,male,2017-07-20,day,July 20 2017,,alive,"Chengdu Research Base of Giant Panda Breeding, Chengdu, Sichuan Province, China","Chengdu Panda Base, Chengdu, Sichuan Province, China",,,"Living Chengdu Panda Base male giant panda captured from GPG global living index page 18.","china-domestic;chengdu-panda-base;locally-born;gpg-index",false,src_gpg_meet_world_page_18,needs_primary_source,draft,"Potential twin/context pair with Ni Na from the same GPG listing; primary Chengdu Base profile or studbook confirmation still needed."
ni-na,,Ni Na,female,2017-07-20,day,July 20 2017,,alive,"Chengdu Research Base of Giant Panda Breeding, Chengdu, Sichuan Province, China","Chengdu Panda Base, Chengdu, Sichuan Province, China",,,"Living Chengdu Panda Base female giant panda captured from GPG global living index page 18.","china-domestic;chengdu-panda-base;locally-born;gpg-index",false,src_gpg_meet_world_page_18,needs_primary_source,draft,"Potential twin/context pair with Ni Ke from the same GPG listing; primary Chengdu Base profile or studbook confirmation still needed."
ying-mei-yaan-2003,,Ying Mei,female,2003-08-17,day,August 17 2003,,alive,,"Baoxing Education Center, Baoxing, Sichuan Province, China",,,"Ya'an/Baoxing-listed female giant panda captured from GPG Ya'an previous page 2.","china-domestic;ccrcgp-yaan-base;baoxing-education-center;gpg-index",false,src_gpg_yaan_base_previous_page_2,needs_primary_source,draft,"Kept separate from Yangzhou Ying Mei born 1998-08-17. Primary holder/studbook confirmation still needed."
ya-ao-shanghai,,Ya Ao,male,2004-08-13,day,August 13 2004,,deceased,,"Shanghai Wild Animal Park, Shanghai, China",,,"Historic/deceased Shanghai Wild Animal Park male giant panda captured from GPG facility index.","china-domestic;shanghai-wild-animal-park;historic;deceased;gpg-index",false,src_gpg_shanghai_profiles,needs_primary_source,draft,"Primary Shanghai Wild Animal Park archive or studbook confirmation still needed."
xiao-baitu-yaan,,Xiao Baitu,female,2010-08-13,day,August 13 2010,,alive,,"CCRCGP Ya'an Base, Ya'an, Sichuan Province, China",,,"Living Ya'an Base female giant panda captured from GPG Beijing Zoo previous index and Ya'an archive/current context.","china-domestic;ccrcgp-yaan-base;gpg-index",false,src_gpg_beijing_zoo_previous_page_3,needs_primary_source,draft,"Uses suffix to avoid future same-name rows; primary CCRCGP/studbook confirmation still needed."
pan-wang,,Pan Wang,female,2017-06-02,day,June 2 2017,,alive,,"CCRCGP Dujiangyan Base, Sichuan Province, China",,,"Living Dujiangyan Base female giant panda captured from GPG current index.","china-domestic;ccrcgp-dujiangyan-base;gpg-index",false,src_gpg_dujiangyan_current_page_2,needs_primary_source,draft,"Primary CCRCGP or studbook confirmation still needed."
rui-rui,,Rui Rui,female,2017-09-05,day,September 5 2017,,alive,,"CCRCGP Dujiangyan Base, Sichuan Province, China",,,"Living Dujiangyan Base female giant panda captured from GPG Dujiangyan current index and Ya'an previous index.","china-domestic;ccrcgp-dujiangyan-base;ccrcgp-yaan-base;gpg-index",false,src_gpg_dujiangyan_current_page_2;src_gpg_yaan_base_previous_page_8,needs_primary_source,draft,"Primary CCRCGP or studbook confirmation still needed."
en-en-dujiangyan,,En En,female,2019-08-17,day,August 17 2019,,alive,,"CCRCGP Dujiangyan Base, Sichuan Province, China",,,"Living Dujiangyan Base female giant panda captured from GPG current index.","china-domestic;ccrcgp-dujiangyan-base;gpg-index",false,src_gpg_dujiangyan_current_page_2,needs_primary_source,draft,"Uses suffix to avoid future same-name rows; primary CCRCGP or studbook confirmation still needed."
mu-ye,,Mu Ye,male,2019-08-20,day,August 20 2019,,alive,,"CCRCGP Dujiangyan Base, Sichuan Province, China",,,"Living Dujiangyan Base male giant panda captured from GPG current index.","china-domestic;ccrcgp-dujiangyan-base;gpg-index",false,src_gpg_dujiangyan_current_page_2,needs_primary_source,draft,"Primary CCRCGP or studbook confirmation still needed."
jin-dudu,,Jin Dudu,female,2019-10-17,day,October 17 2019,,alive,,"CCRCGP Dujiangyan Base, Sichuan Province, China",,,"Living Dujiangyan Base female giant panda captured from GPG current index.","china-domestic;ccrcgp-dujiangyan-base;gpg-index",false,src_gpg_dujiangyan_current_page_2,needs_primary_source,draft,"Primary CCRCGP or studbook confirmation still needed."
chao-tian-jiao,,Chao Tian Jiao,male,2020-08-03,day,August 3 2020,,alive,,"CCRCGP Dujiangyan Base, Sichuan Province, China",,,"Living Dujiangyan Base male giant panda captured from GPG current index.","china-domestic;ccrcgp-dujiangyan-base;gpg-index",false,src_gpg_dujiangyan_current_page_2,needs_primary_source,draft,"Primary CCRCGP or studbook confirmation still needed."
qing-zai-dujiangyan,,Qing Zai,male,2021-09-12,day,September 12 2021,,alive,,"CCRCGP Dujiangyan Base, Sichuan Province, China",,,"Living Dujiangyan Base male giant panda captured from GPG current index.","china-domestic;ccrcgp-dujiangyan-base;gpg-index",false,src_gpg_dujiangyan_current_page_2,needs_primary_source,draft,"Uses suffix to avoid older Chengdu Qing Zai row; primary CCRCGP or studbook confirmation still needed."
pan-qing,,Pan Qing,female,2016-08-04,day,August 4 2016,,alive,"CCRCGP Wolong Gengda Base, Wolong, Sichuan Province, China","CCRCGP Wolong Gengda Base, Wolong, Sichuan Province, China",,,"Living Wolong Gengda female giant panda captured from GPG Ya'an and Dujiangyan previous indexes.","china-domestic;ccrcgp-wolong-gengda-base;ccrcgp-yaan-base;ccrcgp-dujiangyan-base;gpg-index",false,src_gpg_dujiangyan_previous_page_5;src_gpg_yaan_base_previous_page_8,needs_primary_source,draft,"GPG lists this panda on Ya'an/Dujiangyan previous pages with current holder Wolong Gengda; primary CCRCGP/studbook confirmation still needed."
de-rui,,De Rui,male,2020-06-23,day,June 23 2020,,alive,,"Urumqi Water Park Happy World, Urumqi, Xinjiang Province, China",,,"Living Urumqi Water Park Happy World male giant panda captured from GPG Urumqi and Ya'an previous indexes.","china-domestic;urumqi-water-park;ccrcgp-yaan-base;gpg-index",false,src_gpg_urumqi_profiles;src_gpg_yaan_base_previous_page_8,needs_primary_source,draft,"Birthplace and primary holder/studbook confirmation still needed."
hua-jiao-reintroduced,,Hua Jiao,female,2013-07-06,day,July 6 2013,,unknown,"CCRCGP Wolong Hetaoping Base, Wolong, Sichuan Province, China","Reintroduced in the wild",,,"Reintroduction-program female giant panda listed by GPG as born at Wolong Hetaoping and released to the wild in 2015.","china-domestic;reintroduction-program;gpg-index",false,src_gpg_wolong_hetaoping_profiles;src_gpg_in_the_wild_reintroduction,needs_primary_source,draft,"Uses suffix to distinguish from captive-holder rows; post-release survival/current status and primary CCRCGP/studbook confirmation still needed."
tao-tao-reintroduced,,Tao Tao,male,2010-08-03,day,August 3 2010,,unknown,"CCRCGP Wolong Hetaoping Base, Wolong, Sichuan Province, China","Reintroduced in the wild",,,"Reintroduction-program male giant panda listed by GPG as born at Wolong Hetaoping and released to the wild in 2012.","china-domestic;reintroduction-program;gpg-index",false,src_gpg_wolong_hetaoping_profiles;src_gpg_in_the_wild_reintroduction,needs_primary_source,draft,"Uses suffix to avoid Linhu and historic Fuzhou Tao Tao rows; post-release survival/current status and primary CCRCGP/studbook confirmation still needed."
xue-xue-reintroduced,,Xue Xue,female,2012-08-15,day,August 15 2012,,unknown,"CCRCGP Wolong Hetaoping Base, Wolong, Sichuan Province, China","Reintroduced in the wild",,,"Reintroduction-program female giant panda listed by GPG as born at Wolong Hetaoping and released to the wild in 2014.","china-domestic;reintroduction-program;gpg-index",false,src_gpg_wolong_hetaoping_profiles;src_gpg_in_the_wild_reintroduction,needs_primary_source,draft,"Uses suffix to avoid Qinling Xue Xue row; post-release survival/current status and primary CCRCGP/studbook confirmation still needed."
hua-yan-reintroduced,,Hua Yan,female,2013-08-14,day,August 14 2013,,unknown,"CCRCGP Wolong Hetaoping Base, Wolong, Sichuan Province, China","Reintroduced in the wild",,,"Reintroduction-program female giant panda listed by GPG as born at Wolong Hetaoping and released to Liziping Nature Reserve in 2016.","china-domestic;reintroduction-program;gpg-index",false,src_gpg_wolong_hetaoping_profiles;src_gpg_in_the_wild_reintroduction;src_gpg_huayan_zhangmeng_reintroduction,needs_primary_source,draft,"Post-release survival/current status and primary CCRCGP/studbook confirmation still needed."
